"t"	"air_fuel_ratio"	"speed"	"map"	"ego"	"throttle"	"fuel"
3.500000000000003e-01	9.303112493155400e+00	3.000000000000000e+02	4.821956565891821e-01	1.000000000000000e+00	1.175000000000000e+01	1.021084583935225e+00
3.600000000000003e-01	9.452143390038017e+00	3.000000000000000e+02	4.855139747187873e-01	1.000000000000000e+00	1.180000000000000e+01	1.026998342414839e+00
3.700000000000003e-01	9.596847116233212e+00	3.000000000000000e+02	4.889073654903781e-01	1.000000000000000e+00	1.185000000000000e+01	1.033030302760668e+00
3.800000000000003e-01	9.737350430283223e+00	3.000000000000000e+02	4.923706705176581e-01	1.000000000000000e+00	1.190000000000000e+01	1.039170255712678e+00
3.900000000000003e-01	9.873776648101227e+00	3.000000000000000e+02	4.958993174735264e-01	1.000000000000000e+00	1.195000000000000e+01	1.045409108472846e+00
4.000000000000003e-01	1.000624575503652e+01	3.000000000000000e+02	4.994892563964273e-01	9.999999999999999e-01	1.200000000000000e+01	1.051738761973664e+00
4.100000000000003e-01	1.013478230206463e+01	3.000000000000000e+02	5.031404273152862e-01	9.999999999999997e-01	1.205000000000000e+01	1.058124900678842e+00
4.200000000000003e-01	1.025969171837144e+01	3.000000000000000e+02	5.068381653527674e-01	9.999999999999991e-01	1.210000000000000e+01	1.064567766386908e+00
4.300000000000003e-01	1.038098927310133e+01	3.000000000000000e+02	5.105811479767813e-01	9.999999999999978e-01	1.215000000000000e+01	1.071069698289014e+00
4.400000000000003e-01	1.049877974448153e+01	3.000000000000000e+02	5.143637078045231e-01	9.999999999999943e-01	1.220000000000000e+01	1.077620169022282e+00
4.500000000000003e-01	1.061316492070721e+01	3.000000000000000e+02	5.181805958470552e-01	9.999999999999860e-01	1.225000000000000e+01	1.084209488074320e+00
4.600000000000004e-01	1.072424367430036e+01	3.000000000000000e+02	5.220269436292585e-01	9.999999999999658e-01	1.230000000000000e+01	1.090828727994031e+00
4.700000000000004e-01	1.083213537768696e+01	3.000000000000000e+02	5.258973171119703e-01	9.999999999999190e-01	1.235000000000000e+01	1.097468095765018e+00
4.800000000000004e-01	1.093694092831239e+01	3.000000000000000e+02	5.297873689454796e-01	9.999999999998124e-01	1.240000000000000e+01	1.104119770836826e+00
4.900000000000004e-01	1.103874845715918e+01	3.000000000000000e+02	5.336934750587823e-01	9.999999999995763e-01	1.245000000000000e+01	1.110777258112132e+00
5.000000000000003e-01	1.113762780248578e+01	3.000000000000000e+02	5.376135586397194e-01	9.999999999990656e-01	1.250000000000000e+01	1.117436766294350e+00
5.100000000000003e-01	1.123368201891988e+01	3.000000000000000e+02	5.415427601143259e-01	9.999999999979853e-01	1.255000000000000e+01	1.124089845641928e+00
5.200000000000004e-01	1.132699172354112e+01	3.000000000000000e+02	5.454782191624848e-01	9.999999999957498e-01	1.260000000000000e+01	1.130731523179495e+00
5.300000000000004e-01	1.141763526922383e+01	3.000000000000000e+02	5.494172721082516e-01	9.999999999912232e-01	1.265000000000000e+01	1.137357220122267e+00
5.400000000000004e-01	1.150568880555075e+01	3.000000000000000e+02	5.533574374722340e-01	9.999999999822474e-01	1.270000000000000e+01	1.143933366723236e+00
5.500000000000004e-01	1.159123522086814e+01	3.000000000000000e+02	5.572960862570758e-01	9.999999999648050e-01	1.275000000000000e+01	1.150479378255890e+00
5.600000000000004e-01	1.167435194030054e+01	3.000000000000000e+02	5.612317292882569e-01	9.999999999315683e-01	1.280000000000000e+01	1.156997876930379e+00
5.700000000000004e-01	1.175510651869654e+01	3.000000000000000e+02	5.651620029905310e-01	9.999999998694347e-01	1.285000000000000e+01	1.163485019543836e+00
5.800000000000004e-01	1.183356653873910e+01	3.000000000000000e+02	5.690850329678133e-01	9.999999997554173e-01	1.290000000000000e+01	1.169937820093037e+00
5.900000000000005e-01	1.190979766581322e+01	3.000000000000000e+02	5.729990707677225e-01	9.999999995499302e-01	1.295000000000000e+01	1.176353541259394e+00
6.000000000000005e-01	1.198386370060670e+01	3.000000000000000e+02	5.769024852289384e-01	9.999999991860241e-01	1.300000000000000e+01	1.182729676494736e+00
6.100000000000005e-01	1.205582663038584e+01	3.000000000000000e+02	5.807937545239881e-01	9.999999985524407e-01	1.305000000000000e+01	1.189063933515990e+00
6.200000000000006e-01	1.212574667897754e+01	3.000000000000000e+02	5.846714588383172e-01	9.999999974674182e-01	1.310000000000000e+01	1.195354219091935e+00
6.300000000000006e-01	1.219368235548699e+01	3.000000000000000e+02	5.885342736316801e-01	9.999999956388985e-01	1.315000000000000e+01	1.201598625015091e+00
6.400000000000006e-01	1.225969050177892e+01	3.000000000000000e+02	5.923809634325518e-01	9.999999926051054e-01	1.320000000000000e+01	1.207795415160636e+00
6.500000000000006e-01	1.232380474599951e+01	3.000000000000000e+02	5.962127589772550e-01	9.999999876494106e-01	1.325000000000000e+01	1.213946832258997e+00
6.600000000000006e-01	1.238609929639549e+01	3.000000000000000e+02	6.000261248347245e-01	9.999999796707612e-01	1.330000000000000e+01	1.220047288364462e+00
6.700000000000006e-01	1.244662644913776e+01	3.000000000000000e+02	6.038200610730275e-01	9.999999670075945e-01	1.335000000000000e+01	1.226068034273479e+00
6.800000000000006e-01	1.250544644228317e+01	3.000000000000000e+02	6.075936367396448e-01	9.999999471827774e-01	1.340000000000000e+01	1.232035371854893e+00
6.900000000000006e-01	1.256260825121640e+01	3.000000000000000e+02	6.113459856712342e-01	9.999999165596702e-01	1.345000000000000e+01	1.237948279177957e+00
7.000000000000006e-01	1.261815944406188e+01	3.000000000000000e+02	6.150763026222525e-01	9.999998698690489e-01	1.350000000000000e+01	1.243805847070597e+00
7.100000000000006e-01	1.267214622155685e+01	3.000000000000000e+02	6.187838396850114e-01	9.999997995759426e-01	1.355000000000000e+01	1.249607271580811e+00
7.200000000000006e-01	1.272461345585257e+01	3.000000000000000e+02	6.224679029762192e-01	9.999996950422694e-01	1.360000000000000e+01	1.255351846990836e+00
7.300000000000006e-01	1.277560472586204e+01	3.000000000000000e+02	6.261278497063185e-01	9.999995414344787e-01	1.365000000000000e+01	1.261038959554000e+00
7.400000000000007e-01	1.282516235355443e+01	3.000000000000000e+02	6.297630853375574e-01	9.999993183175158e-01	1.370000000000000e+01	1.266668081484815e+00
7.500000000000007e-01	1.287332744239797e+01	3.000000000000000e+02	6.333730607667993e-01	9.999989978686368e-01	1.375000000000000e+01	1.272238765099858e+00
7.600000000000007e-01	1.292013991219514e+01	3.000000000000000e+02	6.369572698668980e-01	9.999985426373499e-01	1.380000000000000e+01	1.277750637620316e+00
7.700000000000007e-01	1.296563839381255e+01	3.000000000000000e+02	6.405152534021732e-01	9.999979027738068e-01	1.385000000000000e+01	1.283203405825278e+00
7.800000000000007e-01	1.300985551817392e+01	3.000000000000000e+02	6.440468067676199e-01	9.999970127545277e-01	1.390000000000000e+01	1.288597171373172e+00
7.900000000000007e-01	1.305282831334711e+01	3.000000000000000e+02	6.475514942957484e-01	9.999957871774945e-01	1.395000000000000e+01	1.293931686009206e+00
8.000000000000007e-01	1.309459273579079e+01	3.000000000000000e+02	6.510289207000939e-01	9.999941159425867e-01	1.400000000000000e+01	1.299200371420485e+00
8.100000000000007e-01	1.313518579569779e+01	3.000000000000000e+02	6.544787279494196e-01	9.999918583832201e-01	1.405000000000000e+01	1.304394305684643e+00
8.200000000000007e-01	1.317464627114571e+01	3.000000000000000e+02	6.579005933127924e-01	9.999888362763316e-01	1.410000000000000e+01	1.309528574898859e+00
8.300000000000007e-01	1.321300684053082e+01	3.000000000000000e+02	6.612942297083129e-01	9.999848265057154e-01	1.415000000000000e+01	1.314603179819667e+00
8.400000000000007e-01	1.325029922876697e+01	3.000000000000000e+02	6.646593821936043e-01	9.999795520232755e-01	1.420000000000000e+01	1.319618171298196e+00
8.500000000000008e-01	1.328655423503390e+01	3.000000000000000e+02	6.679958261544181e-01	9.999726718553767e-01	1.425000000000000e+01	1.324573646669911e+00
8.600000000000008e-01	1.332180175972879e+01	3.000000000000000e+02	6.713033656156079e-01	9.999637699673858e-01	1.430000000000000e+01	1.329469746398692e+00
8.700000000000008e-01	1.335607083067279e+01	3.000000000000000e+02	6.745818316618860e-01	9.999523429989807e-01	1.435000000000000e+01	1.334306650951225e+00
8.800000000000008e-01	1.338938962855459e+01	3.000000000000000e+02	6.778310809601256e-01	9.999377869135079e-01	1.440000000000000e+01	1.339084577884624e+00
8.900000000000008e-01	1.342178551167121e+01	3.000000000000000e+02	6.810509943724048e-01	9.999193826384049e-01	1.445000000000000e+01	1.343803779126865e+00
9.000000000000008e-01	1.345328503993797e+01	3.000000000000000e+02	6.842414756539076e-01	9.998962808098188e-01	1.450000000000000e+01	1.348464538437228e+00
9.100000000000008e-01	1.348391399821080e+01	3.000000000000000e+02	6.874024502272662e-01	9.998674857720200e-01	1.455000000000000e+01	1.353067169030590e+00
9.200000000000008e-01	1.351369741895099e+01	3.000000000000000e+02	6.905338640263760e-01	9.998318390200744e-01	1.460000000000000e+01	1.357612011351861e+00
9.300000000000008e-01	1.354265960421395e+01	3.000000000000000e+02	6.936356824054408e-01	9.997880023114571e-01	1.465000000000000e+01	1.362099430991141e+00
9.400000000000008e-01	1.357082414701676e+01	3.000000000000000e+02	6.967078891063065e-01	9.997344407075338e-01	1.470000000000000e+01	1.366529816726463e+00
9.500000000000008e-01	1.359821395207689e+01	3.000000000000000e+02	6.997504852804869e-01	9.996694058382214e-01	1.475000000000000e+01	1.370903578686158e+00
9.600000000000009e-01	1.362485125595950e+01	3.000000000000000e+02	7.027634885607229e-01	9.995909197113049e-01	1.480000000000000e+01	1.375206309290274e+00
9.700000000000009e-01	1.365076223811795e+01	3.000000000000000e+02	7.057469309758584e-01	9.994967409350544e-01	1.485000000000000e+01	1.379451979964296e+00
9.800000000000009e-01	1.367596809951861e+01	3.000000000000000e+02	7.087008606356211e-01	9.993843740601421e-01	1.490000000000000e+01	1.383642392799898e+00
9.900000000000011e-01	1.370048900851107e+01	3.000000000000000e+02	7.116253397064857e-01	9.992510491245078e-01	1.495000000000000e+01	1.387778031005994e+00
1.000000000000001e+00	1.372434454516370e+01	3.000000000000000e+02	7.145204435219998e-01	9.990937092075164e-01	1.500000000000000e+01	1.391859391285683e+00
1.010000000000001e+00	1.374724814630223e+01	3.000000000000000e+02	7.173986178315779e-01	9.989116622644207e-01	1.505000000000000e+01	1.395904323452061e+00
1.020000000000001e+00	1.376983967724097e+01	3.000000000000000e+02	7.202332461994947e-01	9.986963497736565e-01	1.510000000000000e+01	1.399875814806298e+00
1.030000000000001e+00	1.379182072477257e+01	3.000000000000000e+02	7.230391067681253e-01	9.984461029962297e-01	1.515000000000000e+01	1.403795036147444e+00
1.040000000000001e+00	1.381320871720864e+01	3.000000000000000e+02	7.258162753734828e-01	9.981566584689592e-01	1.520000000000000e+01	1.407662459055046e+00
1.050000000000001e+00	1.383402057128013e+01	3.000000000000000e+02	7.285648439893380e-01	9.978234502765005e-01	1.525000000000000e+01	1.411478572466374e+00
1.060000000000001e+00	1.385427270752642e+01	3.000000000000000e+02	7.312849193286840e-01	9.974416173581717e-01	1.530000000000000e+01	1.415243880444359e+00
1.070000000000001e+00	1.387398106520977e+01	3.000000000000000e+02	7.339766215654110e-01	9.970060148544616e-01	1.535000000000000e+01	1.418958900155671e+00
1.080000000000001e+00	1.389316111675116e+01	3.000000000000000e+02	7.366400831657843e-01	9.965112296367740e-01	1.540000000000000e+01	1.422624160039886e+00
1.090000000000001e+00	1.391182788171532e+01	3.000000000000000e+02	7.392754478188758e-01	9.959516001031539e-01	1.545000000000000e+01	1.426240198150584e+00
1.100000000000001e+00	1.392999594036462e+01	3.000000000000000e+02	7.418828694564271e-01	9.953212402576017e-01	1.550000000000000e+01	1.429807560651512e+00
1.110000000000001e+00	1.394767944678510e+01	3.000000000000000e+02	7.444625113541308e-01	9.946140680221978e-01	1.555000000000000e+01	1.433326800453410e+00
1.120000000000001e+00	1.396489214160941e+01	3.000000000000000e+02	7.470145453061637e-01	9.938238376591859e-01	1.560000000000000e+01	1.436798475977258e+00
1.130000000000001e+00	1.398164736433707e+01	3.000000000000000e+02	7.495391508665711e-01	9.929441761082010e-01	1.565000000000000e+01	1.440223150032444e+00
1.140000000000001e+00	1.399795806528768e+01	3.000000000000000e+02	7.520365146502807e-01	9.919686229693616e-01	1.570000000000000e+01	1.443591881901494e+00
1.150000000000001e+00	1.401383962295874e+01	3.000000000000000e+02	7.545068289321146e-01	9.908904711835100e-01	1.575000000000000e+01	1.446912651902528e+00
1.160000000000001e+00	1.402930476526944e+01	3.000000000000000e+02	7.569502925641927e-01	9.897030975312139e-01	1.580000000000000e+01	1.450188176013347e+00
1.170000000000001e+00	1.404436521514285e+01	3.000000000000000e+02	7.593671098498996e-01	9.883999530243368e-01	1.585000000000000e+01	1.453419027012552e+00
1.180000000000001e+00	1.405903235440386e+01	3.000000000000000e+02	7.617574898255387e-01	9.869745763140061e-01	1.590000000000000e+01	1.456605777705375e+00
1.190000000000001e+00	1.407331723390395e+01	3.000000000000000e+02	7.641216457928280e-01	9.854206452142655e-01	1.595000000000000e+01	1.459749000300345e+00
1.200000000000001e+00	1.408723058334636e+01	3.000000000000000e+02	7.664597948842062e-01	9.837320291107359e-01	1.600000000000000e+01	1.462849265841573e+00
1.210000000000001e+00	1.410078282079608e+01	3.000000000000000e+02	7.687721576590745e-01	9.819028416168987e-01	1.605000000000000e+01	1.465907143692943e+00
1.220000000000001e+00	1.411398406192066e+01	3.000000000000000e+02	7.710589577269559e-01	9.799274928083077e-01	1.610000000000000e+01	1.468923201067741e+00
1.230000000000001e+00	1.412684412894369e+01	3.000000000000000e+02	7.733204213964051e-01	9.778007403580393e-01	1.615000000000000e+01	1.471898002601181e+00
1.240000000000001e+00	1.413937255931966e+01	3.000000000000000e+02	7.755567773475254e-01	9.755177388928701e-01	1.620000000000000e+01	1.474832109962050e+00
1.250000000000001e+00	1.415157861416517e+01	3.000000000000000e+02	7.777682563252747e-01	9.730740868954120e-01	1.625000000000000e+01	1.477726081498923e+00
1.260000000000001e+00	1.416347128642318e+01	3.000000000000000e+02	7.799550908531216e-01	9.704658705105184e-01	1.630000000000000e+01	1.480580471919598e+00
1.270000000000001e+00	1.417505930878905e+01	3.000000000000000e+02	7.821175149647367e-01	9.676897036424135e-01	1.635000000000000e+01	1.483395831999996e+00
1.280000000000001e+00	1.418635116140025e+01	3.000000000000000e+02	7.842557639526422e-01	9.647427637817911e-01	1.640000000000000e+01	1.486172708320480e+00
1.290000000000001e+00	1.419735507927332e+01	3.000000000000000e+02	7.863700741333987e-01	9.616228230683884e-01	1.645000000000000e+01	1.488911643028433e+00
1.300000000000001e+00	1.420807905956288e+01	3.000000000000000e+02	7.884606826258399e-01	9.583282741403633e-01	1.650000000000000e+01	1.491613173622010e+00
1.310000000000001e+00	1.421853086856141e+01	3.000000000000000e+02	7.905278271446086e-01	9.548581504417234e-01	1.655000000000000e+01	1.494277832757490e+00
1.320000000000001e+00	1.422871804851428e+01	3.000000000000000e+02	7.925717458055502e-01	9.512121407046286e-01	1.660000000000000e+01	1.496906148075300e+00
1.330000000000001e+00	1.423864792421837e+01	3.000000000000000e+02	7.945926769435775e-01	9.473905974434136e-01	1.665000000000000e+01	1.499498642045054e+00
1.340000000000001e+00	1.424832760943078e+01	3.000000000000000e+02	7.965908589415104e-01	9.433945393743964e-01	1.670000000000000e+01	1.502055831827311e+00
1.350000000000001e+00	1.425776401308370e+01	3.000000000000000e+02	7.985665300695866e-01	9.392256477801457e-01	1.675000000000000e+01	1.504578229151281e+00
1.360000000000001e+00	1.426696384532440e+01	3.000000000000000e+02	8.005199283345961e-01	9.348862569214155e-01	1.680000000000000e+01	1.507064212523286e+00
1.370000000000001e+00	1.427593422486526e+01	3.000000000000000e+02	8.024512911903467e-01	9.303790270129304e-01	1.685000000000000e+01	1.509510609831728e+00
1.380000000000001e+00	1.428468309907104e+01	3.000000000000000e+02	8.043608553414278e-01	9.257065991988598e-01	1.690000000000000e+01	1.511923767611445e+00
1.390000000000001e+00	1.429321619712306e+01	3.000000000000000e+02	8.062488669069677e-01	9.208731782639924e-01	1.695000000000000e+01	1.514304187453711e+00
1.400000000000001e+00	1.430153792918041e+01	3.000000000000000e+02	8.081156015010703e-01	9.158842808925298e-01	1.700000000000000e+01	1.516652403002781e+00
1.410000000000001e+00	1.430965406856730e+01	3.000000000000000e+02	8.099612817115648e-01	9.107451582742212e-01	1.705000000000000e+01	1.518968876165359e+00
1.420000000000001e+00	1.431757022494006e+01	3.000000000000000e+02	8.117861313950621e-01	9.054615514414692e-01	1.710000000000000e+01	1.521254065858118e+00
1.430000000000001e+00	1.432529184890795e+01	3.000000000000000e+02	8.135903751810984e-01	9.000396498369878e-01	1.715000000000000e+01	1.523508427442799e+00
1.440000000000002e+00	1.433282423653996e+01	3.000000000000000e+02	8.153742380511466e-01	8.944860473404241e-01	1.720000000000000e+01	1.525732412262527e+00
1.450000000000002e+00	1.434017253375750e+01	3.000000000000000e+02	8.171379449810197e-01	8.888076963532642e-01	1.725000000000000e+01	1.527926467263322e+00
1.460000000000002e+00	1.434734174061344e+01	3.000000000000000e+02	8.188817206369277e-01	8.830118605406321e-01	1.730000000000000e+01	1.530091034687277e+00
1.470000000000002e+00	1.435433671545831e+01	3.000000000000000e+02	8.206057891169243e-01	8.771060668170421e-01	1.735000000000000e+01	1.532226551825939e+00
1.480000000000002e+00	1.436116217899507e+01	3.000000000000000e+02	8.223103737307549e-01	8.710980571417362e-01	1.740000000000000e+01	1.534333450824241e+00
1.490000000000002e+00	1.436782271822374e+01	3.000000000000000e+02	8.239956968121978e-01	8.649957406588592e-01	1.745000000000000e+01	1.536412158526870e+00
1.500000000000002e+00	1.437432279027791e+01	3.000000000000000e+02	8.256619795589154e-01	8.588071466799074e-01	1.750000000000000e+01	1.538463096360216e+00
1.510000000000002e+00	1.438066672615498e+01	3.000000000000000e+02	8.273094418956148e-01	8.525403789620292e-01	1.755000000000000e+01	1.540486680244171e+00
1.520000000000002e+00	1.438685873434225e+01	3.000000000000000e+02	8.289383023569831e-01	8.462035716870056e-01	1.760000000000000e+01	1.542483320528939e+00
1.530000000000002e+00	1.439290290434105e+01	3.000000000000000e+02	8.305487779874277e-01	8.398048474940479e-01	1.765000000000000e+01	1.544453421952842e+00
1.540000000000002e+00	1.439880321009127e+01	3.000000000000000e+02	8.321410842551240e-01	8.333522778657647e-01	1.770000000000000e+01	1.546397383617710e+00
1.550000000000002e+00	1.440456351329861e+01	3.000000000000000e+02	8.337154349782773e-01	8.268538461123436e-01	1.775000000000000e+01	1.548315598979049e+00
1.560000000000002e+00	1.441018756666686e+01	3.000000000000000e+02	8.352720422618394e-01	8.203174131454640e-01	1.780000000000000e+01	1.550208455848588e+00
1.570000000000002e+00	1.441567901703770e+01	3.000000000000000e+02	8.368111164432065e-01	8.137506861813575e-01	1.785000000000000e+01	1.552076336407238e+00
1.580000000000002e+00	1.442104140844035e+01	3.000000000000000e+02	8.383328660456624e-01	8.071611904630795e-01	1.790000000000000e+01	1.553919617226805e+00
1.590000000000002e+00	1.442627818505343e+01	3.000000000000000e+02	8.398374977385242e-01	8.005562440457862e-01	1.795000000000000e+01	1.555738669299047e+00
1.600000000000002e+00	1.443139269408146e+01	3.000000000000000e+02	8.413252163031204e-01	7.939429356465808e-01	1.800000000000000e+01	1.557533858070932e+00
1.610000000000002e+00	1.443638818854822e+01	3.000000000000000e+02	8.427962246038659e-01	7.873281055224050e-01	1.805000000000000e+01	1.559305543485107e+00
1.620000000000002e+00	1.444126783000932e+01	3.000000000000000e+02	8.442507235638128e-01	7.807183293057693e-01	1.810000000000000e+01	1.561054080024752e+00
1.630000000000002e+00	1.444603469118625e+01	3.000000000000000e+02	8.456889121441526e-01	7.741199046991865e-01	1.815000000000000e+01	1.562779816762141e+00
1.640000000000002e+00	1.445069175852406e+01	3.000000000000000e+02	8.471109873272268e-01	7.675388409050294e-01	1.820000000000000e+01	1.564483097410311e+00
1.650000000000002e+00	1.445524193467480e+01	3.000000000000000e+02	8.485171441026645e-01	7.609808506472968e-01	1.825000000000000e+01	1.566164260377349e+00
1.660000000000002e+00	1.445968804090898e+01	3.000000000000000e+02	8.499075754563263e-01	7.544513446267526e-01	1.830000000000000e+01	1.567823638822886e+00
1.670000000000002e+00	1.446403281945690e+01	3.000000000000000e+02	8.512824723617723e-01	7.479554282390786e-01	1.835000000000000e+01	1.569456909871557e+00
1.680000000000002e+00	1.446828018832371e+01	3.000000000000000e+02	8.526420237740172e-01	7.414959796885021e-01	1.840000000000000e+01	1.571068752380940e+00
1.690000000000002e+00	1.447243277895826e+01	3.000000000000000e+02	8.539864166253610e-01	7.350773369816250e-01	1.845000000000000e+01	1.572659818604434e+00
1.700000000000002e+00	1.447649305914369e+01	3.000000000000000e+02	8.553158358231139e-01	7.287036814532042e-01	1.850000000000000e+01	1.574230421148084e+00
1.710000000000002e+00	1.448046342793159e+01	3.000000000000000e+02	8.566304642490530e-01	7.223789035006841e-01	1.855000000000000e+01	1.575780867667242e+00
1.720000000000002e+00	1.448434621761494e+01	3.000000000000000e+02	8.579304827604689e-01	7.161066073403775e-01	1.860000000000000e+01	1.577311460930571e+00
1.730000000000002e+00	1.448814369564351e+01	3.000000000000000e+02	8.592160701926758e-01	7.098901169366874e-01	1.865000000000000e+01	1.578822498884566e+00
1.740000000000002e+00	1.449185806648368e+01	3.000000000000000e+02	8.604874033628681e-01	7.037324829464193e-01	1.870000000000000e+01	1.580314274718426e+00
1.750000000000002e+00	1.449549147342411e+01	3.000000000000000e+02	8.617446570752225e-01	6.976364905278812e-01	1.875000000000000e+01	1.581787076929179e+00
1.760000000000002e+00	1.449904600032886e+01	3.000000000000000e+02	8.629880041271509e-01	6.916046678729626e-01	1.880000000000000e+01	1.583241189386957e+00
1.770000000000002e+00	1.450252367333966e+01	3.000000000000000e+02	8.642176153166168e-01	6.856392953293380e-01	1.885000000000000e+01	1.584676891400309e+00
1.780000000000002e+00	1.450592646252851e+01	3.000000000000000e+02	8.654336594504390e-01	6.797424149898791e-01	1.890000000000000e+01	1.586094457781488e+00
1.790000000000002e+00	1.450925628350239e+01	3.000000000000000e+02	8.666363033535073e-01	6.739158406356016e-01	1.895000000000000e+01	1.587494158911620e+00
