5.,0.8,0.
4.92,0.8,0.
4.84,0.8,0.
4.76,0.8,0.
4.68,0.8,0.
4.6,0.8,0.
4.52,0.8,0.
4.44,0.8,0.
4.36,0.8,0.
4.28,0.8,0.
4.2,0.8,0.
4.12,0.8,0.
4.04,0.8,0.
3.96,0.8,0.
3.88,0.8,0.
3.8,0.8,0.
3.72,0.8,0.
3.64,0.8,0.
3.56,0.8,0.
3.48,0.8,0.
3.4,0.8,0.
3.32,0.8,0.
3.24,0.8,0.
3.16,0.8,0.
3.08,0.8,0.
3.,0.8,0.
2.92,0.8,-0.136
2.84136,0.7864,-0.136
2.76408,0.7728,-0.136
2.68816,0.7592,-0.136
2.6136,0.7456,-0.136
2.5404,0.732,-0.136
2.46856,0.7184,-0.136
2.39808,0.7048,-0.136
2.32896,0.6912,-0.136
2.2612,0.6776,-0.136
2.1948,0.664,-0.136
2.12976,0.6504,-0.136
2.06608,0.6368,-0.136
2.00376,0.6232,-0.136
1.9428,0.6096,-0.136
1.8832,0.596,-0.136
1.82496,0.5824,-0.136
1.76808,0.5688,-0.136
1.71256,0.5552,-0.136
1.6584,0.5416,-0.136
1.6056,0.528,0.
1.5528,0.528,-0.136
1.50136,0.5144,-0.136
1.45128,0.5008,-0.136
1.40256,0.4872,-0.136
1.3552,0.4736,-0.136
1.3092,0.46,-0.136
1.26456,0.4464,-0.136
1.22128,0.4328,-0.136
1.17936,0.4192,-0.136
1.1388,0.4056,-0.136
1.0996,0.392,-0.136
1.06176,0.3784,-0.136
1.02528,0.3648,-0.136
0.99016,0.3512,-0.136
0.9564,0.3376,-0.136
0.924,0.324,-0.136
0.89296,0.3104,-0.136
0.86328,0.2968,-0.136
0.83496,0.2832,-0.136
0.808,0.2696,0.
0.78104,0.2696,-0.136
0.75544,0.256,-0.136
0.7312,0.2424,-0.136
0.70832,0.2288,-0.136
0.6868,0.2152,-0.136
0.66664,0.2016,-0.136
0.64784,0.188,-0.136
0.6304,0.1744,-0.136
0.61432,0.1608,-0.136
0.5996,0.1472,-0.136
0.58624,0.1336,0.
0.57288,0.1336,-0.136
0.56088,0.12,-0.136
0.55024,0.1064,-0.136
0.54096,0.0928,-0.136
0.53304,0.0792,-0.136
0.52648,0.0656,0.
0.51992,0.0656,-0.136
0.51472,0.052,-0.136
0.51088,0.0384,-0.136
0.5084,0.0248,0.
0.50592,0.0248,-0.136
0.5048,0.0112,0.
0.50368,0.0112,0.
0.50256,0.0112,0.
0.50144,0.0112,-0.136
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
0.50144,0.,0.
